title	company	area	minsalary	maxsalary	hyperlink	welfare	details	loc
项目经理、监理（机电暖通）	上海咖德空调设备有限公司	上海	8000	15000	http://jobs.51job.com/shanghai/86082738.html?s=01=5	"五险一金
员工旅游
交通补贴
通讯补贴
专业培训
出国机会
绩效奖金
年终奖金
定期体检"	1、负责公司空调、地暖、水处理等项目工程质量、进度、安全、成本控制； 2、负责工程施工、调试、验收及资料准备、整理工作； 3、依据合同收款情况调整工程进度； 4、负责工地施工人员安全文明施工管理； 5、负责与相关单位或公司内部协调及汇报。任职资格： 1、暖通、制冷、机电类、建筑类、给排水、电气工程等理工科类专业专科及以上学历； 2、熟悉暖通工程、大型水系统、风系统等项目的施工工艺、施工流程、项目管理及相关验收规范； 3、3年以上暖通项目工程、机电安装项目实施经验， 4、3年以上从事空调项目现场管理经验，熟悉机电类工程，有良好的现场沟通协调能力，有项目经理证为佳； 5、熟练操作CAD绘图软件及其他office办公软件； 6、具有良好的沟通、协调能力、勤奋踏实、吃苦耐劳，具有较强敬业精神；	长宁区延安西路1033号A幢27楼
工程项目经理	上海双赫景观工程有限公司	上海-虹口区	8000	10000	http://jobs.51job.com/shanghai-hkq/87250854.html?s=01=0	"五险一金
员工旅游
交通补贴
年终奖金
餐饮补贴
通讯补贴"	1、进行整个项目的流程控制、项目上的管理工作、项目跟踪、与各个部门的沟通交流，推动项目的顺利进行；2、能够依据施工图纸在项目过程中按图施工；3、完成项目施工日志、报告，验收、移交资料等工作； 任职要求：1、园林、绿化、景观、植物或相关专业大学专科以上学历；2、沟通能力强，具有良好的协调能力，拥有敬业精神和责任心。3、有园林、绿化工程现场施工管理5年工作经验者优先。	公平路761号虹业大楼8楼D座
项目经理	上海欣海园林工程有限公司	上海	12500	16666.67	http://jobs.51job.com/shanghai/48004837.html?s=01=0	"五险一金
员工旅游
交通补贴
餐饮补贴
通讯补贴
专业培训
绩效奖金
年终奖金
弹性工作
定期体检"	left>岗位职责：left>?在工程部的领导下，负责自合同签定至工程竣工验收全过程的项目管理工作，包括进度、质量、成本管理。left>?负责协调处理甲方、设计、监理等相关部门的工作，安排 、管理各施工班组工作。left>岗位要求：left>?园林园艺专业专科以上学历，持中级以上职称证，有建造师资格证者优先考虑；left>?具有3年以上大型房地产景观项目经理经历； left>?有驾照，最好自带车辆者优先考虑。	莘凌路211号1号楼401室
项目经理	上海梵客公益文化传播中心	上海-徐汇区	6000	8000	http://jobs.51job.com/shanghai-xhq/92878060.html?s=01=0	"五险一金
餐饮补贴
专业培训
绩效奖金
年终奖金
弹性工作
定期体检"	1、参与公益项目研发，设计服务方案、制定实施计划。2、负责公益项目跟踪及分析，优化服务方案。3、公益项目质量评估、总结，建立项目服务模式。4、参与社区需求调查研究，根据社区需求研发服务项目。5、完成领导交办的其他工作。任职要求：1、本科或研究生以上学历，具有社会工作、社区服务的知识和经验，专科毕业社区社工实物工作5年以上可考虑。2、拥有丰富的公益项目策划、实施、运营经验。3、具备学习、创新、分析、观察的能力。4、具备较强的团队协作精神和沟通的能力。	龙水南路326号
项目经理	上海共同家园社区公益发展中心	上海-徐汇区	5000	8000	http://jobs.51job.com/shanghai-xhq/98434603.html?s=01=0	"五险一金
绩效奖金
年终奖金
交通补贴
餐饮补贴
弹性工作
专业培训"	1、动员、培育社区中青年志愿者团队。为有公益心的居民搭建志同道合的社交平台。2、运用“共同家园”的体系，指导团队成员成长，规划团队目标，培育团队领袖。职位要求：1、对提升自己的沟通能力、组织能力、领导能力有强烈意愿，并愿意在实践中成长自己。2、对改善社区人文环境、推动社会文明有强烈意愿。3、对自我价值实现由强烈意愿。4、认同“共同家园”的愿景使命价值观，愿意与“共同家园”共同成长。5、社会学、心理学、社工专业、与社区工作相关经验者优先。特殊要求：1、主动性高、抗压能力强。	上海市莲花路
装修工程项目经理	上海合晓企业管理有限公司	上海-徐汇区	8000	10000	http://jobs.51job.com/shanghai-xhq/88081984.html?s=01=0	"五险一金
绩效奖金"	1、负责一个或者多个工程的现场管理，合理安排多个进行项目的节点管理；2、负责对项目的整体施工进度和质量管控并管理、协调好施工现场；3、负责工程进场和业主、物业及各相关部门的对接工作，落实各项施工条件；4、负责施工现场的安全生产和施工，做好人员的安全教育工作；5、配合各相关业务部门，做好施工现场物资的交接工作和保管；6、配合质量监督部进行质量检查；7、配合销售部和客户进行项目阶段验收；8、完成上级主管交给的其他工作。任职要求：1、工程类大学毕业，5年以上建筑或者装修项目管理工作经验；2、能够熟练使用CAD及OFFICE办公软件；3、熟悉建筑建材，品行忠厚；4、强大的抗压能力，能长期出差；5、良好的沟通能力和表达能力。	漕溪北路333号中金广场B座1102室
项目经理	上海零动数码科技股份有限公司	上海-徐汇区	12000	18000	http://jobs.51job.com/shanghai-xhq/97357022.html?s=01=0	"五险一金
公司赠假"	"岗位职责：1、建立开发团队项目管理的标准、规范和流程。2、确定不同时期多个项目的实施次序、实施范围和目标，监控重要应用项目的实施质量、时间和成本，发起或引导项目变更，指定或协调项目所需的资源。3、承担项目风险管理，识别、评估、管理及最小化项目风险，以成功地完成项目；对项目状态进行有效的交流；提出适时的建议以避免或减小风险。4、确保良好的项目内部及外部沟通，以便所有项目角色对项目的范围与责任有清楚的认识，以满足项目的质量和日期。5、监督项目状态，并向项目所有人汇报，提醒项目范围认识的分歧并在必要时进行调整。6、参与项目的估算，保障成功完成各项目所需的成本、时间和资源，对项目的成本利润做出分析。7、参与项目实施过程中的各环节的追踪和评估，对项目人员进行必要的培训、指导及考核。8、负责项目文档撰写，项目的进度与质量控制，保障项目成功上线。任职条件：1、本科及以上学历，计算机相关专业，30-45岁。2、五年以上项目管理经验，熟悉IT项目管理规范和流程、IT应用软件开发标准和流程，熟悉IT服务管理的规范和流程。熟悉信息化系统的开发、项目管理及运营管理。3、熟悉CMM, CMMI, 或者ISO质量管理体系，熟悉常用企业级信息化应用系统，如ERP、OA、CRM、SCM、HR、WMS等。4、具备开发文档编写能力。5、具备项目演讲技能。6、具有较强的项目管理能力、时间管理能力、计划与执行能力、决策能力、沟通协调能力、抗压能力。工作细致、严谨，并具有战略前瞻性思维。高度的敬业精神、团队意识，良好的职业操守。7、主持过3个以上大型信息化应用系统开发项目，带领过3人以上项目团队经验优先。8、有PMP证书或ITIL证书者优先。"	上海徐汇区蒲汇塘路150号汇鑫国际1号楼304室
项目经理（一级建造师）	上海金申工程建设有限公司	上海	10000	15000	http://jobs.51job.com/shanghai/90574607.html?s=01=0	五险一金	一、 工作要求：1、具备国家注册一级建造师（机电专业）职业资格证书2、具备消防工程、机电工程、石油管道、弱电等工程方面经验优先考虑3、需有项目现场管理工作经验3、完成公司领导和部门经理安排的临时性工作。二、任职条件：1、具有专科（含）以上学历；2、建筑工程、机电、给排水、暖通、电气等相关专业；3、相关工作的工作经验在1年以上；具体工作岗位待面试后将会合理安排。	浦东新区金湘路333号1403室
资本运营项目经理	上海浦东投资控股有限公司	上海-浦东新区	15000	25000	http://jobs.51job.com/shanghai-pdxq/99274715.html?s=01=0	"五险一金
补充医疗保险
补充公积金
交通补贴
餐饮补贴
通讯补贴
年终奖金
定期体检"	岗位职责 1.   对宏观经济、金融市场、国企改革、新兴行业和区域发展等进行研究分析，完成相关专项报告的撰写工作； 2.   根据公司和部门的确定的重点研究课题，加强与政府相关部门、相关公司联系，进行调研、收集资料、及时完成重点课题的研究报告； 3.   根据公司年度经营计划，拟定公司的年度投资策略，与金融机构保持密切沟通，就如何利用闲置资金进行短期有价证券投资等提出合理化建议； 4.   对公司重大投资项目进行可行性研究，参与全过程谈判并完成投资，对已实施的投资项目进行监控、分析、评估、管理； 5.   对浦东新区国有上市公司及其它上市公司进行市值跟踪、管理和研究，设计及执行资本运作方案； 6.   部门安排的其他工作。     任职要求 1.   35岁以下，金融学、经济学等专业全日制硕士研究生及以上学历； 2.   熟悉金融投资、资本市场、企业经营管理，5年以大型企业财务管理工作经验或3年以上知名投资机构、会计师事务所、基金公司财务分析、投资管理工作经验； 3.   清晰的逻辑思维能力、良好的沟通能力和文字写作能力； 4.   在券商研究所从事研究员工作或从事综合研究工作者优先； 5.   具有CFA、CPA、律师资格优先考虑。	东三里桥路1018号D幢
咨询项目经理	上海沐义企业管理咨询有限公司	上海-静安区	6000	10000	http://jobs.51job.com/shanghai-jaq/97755606.html?s=01=0		"客户关系的开拓、建立及维护·   潜在客户商务沟通，包括电话及面访（公司提供）·   面对面客户拜访 （制作拜访PPT等）·   在客户关系管理系统（CRM）中更新相关客户信息·   协调及维护客户关系·   挖掘客户其它需求和意见，并反馈给公司?-             商务洽谈及达成项目合作·   根据明确的客户需求及项目特性制作项目方案·   商务性面对面拜访·   与客户沟通对方案的反馈·   独自或与上司一起与客户就合作协议进行商务洽谈。·   拟草合同·   跟踪合同签订?-       项目跟踪服务·   根据上级安排对各项目开展跟踪工作·   跟随顾问赴现场实施项目·   记录项目实施内容、客户需完成的作业、拍摄当天项目实施过程照片等。·   完成当天的工作日志·   发送工作日志及作业给客户备案·   跟踪学员作业，督促及时递交·   完成项目阶段性总结报告·   其它-       其它·   在项目任务不饱和的状态下，完成上司安排的其它工作?任职要求：-       工科专业本科学历-       一年及以上制造业工作经验-       良好的沟通能力-       熟练的office技能能短期出差（通常2-3天）发简历到hr@faithf.com , 必应。"	延安中路1440号
高级项目经理	动线网络设计咨询（上海）有限公司	上海	15000	25000	http://jobs.51job.com/shanghai/98064806.html?s=01=0	"五险一金
补充医疗保险
补充公积金
弹性工作
定期体检"	"作为高级项目经理，职责在于同时关注各个客户项目的生命周期包括从建议-部署-整合的整个过程。负责管理客户关系，项目进度以及团队协作。通过协调好公司的策略、概念、设计和技术团队来高质量和高效率地交付各个项目。包括网站上线，在线工具，Web应用和活动。作为这个职位的理想候选人，必须具备专业技术能力，能够深刻理解如何运用我们的战略、设计和技术来帮助我们客户实现他们的业务目标。同时必须具备很强的条理性和卓越的时间管理能力。并具备优秀的沟通能力以及团队协调能力。1.	工作职责：?	负责全面的项目管理?	根据项目要求制作预算, 对于可能会在项目发生的问题有足够的预期并且很好地协调内部团队和外部客户?	创立，维护和更新项目计划，驱动专业的计划、资源和客户管理?	协同内部团队设计、开发并实施项目?	主动确定并缓解项目的风险，快速解决项目问题?	开发支持文件包括风险记录和需求规格说明?	有效地进行团队沟通并确保所有团队成员都理解委派任务?	标记潜在风险或障碍点，并主动寻找解决方案?	发展和客户的信任关系-倾听他们的问题和顾虑，以便更好地理解他们的需求和想法，寻求提升和开发新项目的机会?	与公司管理层和团队有效地协作，帮助促进团队提升与发展2.	岗位要求:?	具备相关行业项目管理经验，汽车行业尤佳?	具备战略、需求定义、设计、适用性、内容优化、网页开发以及质量控制等经验?	有软件，如MS或JIRA等项目的项目管理实施经验?	具有敏捷开发的管理经验?	丰富的技术背景，并有能力处理可访问性和兼容性问题?	优秀的组织能力和时间管理能力?	良好的沟通和团队管理技巧?	优秀的客户管理能力，和客户保持沟通和建立良好关系的能力?	擅长展示并能成功销售我司专业的解决方案?	优秀的中英文表达能力"	上海市昌平路68号601室
项目经理/AE/广告客户经理	上海东方陶瓷美术馆	上海-长宁区	8000	12000	http://jobs.51job.com/shanghai-cnq/98539744.html?s=01=0		岗位要求1、本科及以上学历，形象气质佳；2、3-5年以上广告公司工作经验，具备良好的人际交往和沟通能力，熟悉广告项目流程及操作；3、有丰富的线下执行经验，能对项目整体把控，和客户良好沟通，具有一定的谈判能力，完成项目推进；4、具备良好的客户服务意识，领悟能力强，执行能力强，观察能力强，善于各类沟通，精通客户关系管理、项目管理，具有优秀的资源开发和整合能力；5、具备良好的综合素质，具备责任心、敬业感，注重团队合作，态度认真，工作勤奋，能承受压力，有较强的团队领导及协调能力，乐于从事挑战性的工作，可适应加班及出差的任务；6、30周岁以上者优先。岗位职责1、深入学习本行业，撰写相关文案、方案等；2、整体负责广告项目的执行管理工作，合理分配工作，掌控项目进展实施；3、管理并辅导团队成员，营造团结、积极、高效的团队工作氛围；4、负责团队执行费用及项目成本的监控；5、关注市场发展动向，向客户提出建设性建议；6、为客户提供战略咨询、品牌咨询，完成品牌线上线下营销策划及执行；7、其他管理及配合工作。	延安西路719号2楼
项目经理	上海飞擎网络科技有限公司	上海-徐汇区			http://jobs.51job.com/shanghai-xhq/84502750.html?s=01=0		职位描述:1、客户需求分析，项目方案的撰写；2、了解项目的整体需求，制定项目开发计划，量化任务，并合理分配给相应的人员，即时反馈阶段性的成果；3、跟踪项目的进度，协调项目组成员之间的合作；4、监督项目过程中的各个阶段，并与项目成员即时沟通，保证项目周期的完整性；5、负责管理项目团队，营造团队氛围，提高团队成员士气；6、与客户沟通协调，控制需求变更；7、进行重点客户的关系维护，了解并整理重点客户的需求，为开发更符合用户需求的产品提供富有价值的市场信息。岗位要求:1、本科以上学历，计算机及相关专业毕业；2、 5年以上互联网行业工作经验，具备3年以上项目管理、团队领导经验；3、有一定的开发经验，熟悉B/S开发构架、常用的数据库；4、熟悉开发流程管理，熟悉相应的文档要求；5、具有较强的时间管理能力和项目实施能力；6、善于表达，领导、沟通能力出众，思维敏捷，具备良好的独立思考和解决问题能力。中国点击，期待您的加入！	上海徐汇区漕溪北路88号圣爱大厦701室
售前项目经理	艾康（上海）信息技术有限公司	上海-静安区	8000	10000	http://jobs.51job.com/shanghai-jaq/97302574.html?s=01=0	"五险一金
补充医疗保险
餐饮补贴
通讯补贴
绩效奖金
年终奖金
专业培训"	岗位职责 1、负责其功能领域内主要目标和计划，制定、参与或协助上层执行相关的政策和制度； 2、负责项目管理，带领团队按照项目管理过程，及时提交成果，并最终完成项目目标； 3、与客户进行良好而有效的沟通，领导现场实施工作； 4、进行团结项目组成员协调和管理，并在技术、业务等方面进行督导； 5、负责完成项目的验收。 任职资格 1、计算机相关专业本科或以上学历 2、三年以上应用软件售前或售后服务经验 3、两年以上项目实施管理经验，并有实际负责过项目实施 4、熟悉网络技术并有服务器上实际安装调试软件的经验 5、熟悉音视频系统，有实际调试经验者佳 6、英语四级以上 7、性格开朗，热忱乐观，喜欢与人沟通，乐意助人，诚信 公司福利： 1. 周末双休 2. 带薪年假 3. 五险一金 4. 本人及子女补充医疗保险 5. 年终奖金	万航渡路888号30楼
营养保健品展项目经理	上海博华国际展览有限公司	上海-徐汇区	15000	20000	http://jobs.51job.com/shanghai-xhq/98354640.html?s=01=0		岗位职责：   1、负责营养保健品细分项目的整体策划与管理。  2、负责制定、推进、实施细分板块的销售计划，监督销售团队完成客户的开发和维护工作，并不断优化工作流程，以按时达成销售目标；  3、对部门人员的工作进行管理、业务规划和培训指导；  4、展会现场协调与项目管理以及展会结束后进行项目效果评估；  5、上级领导交办的其它事宜；   任职要求：  1、大学专科及以上学历，具3年以上展会项目管理工作经验，有相关展会销售工作优先；  2、具备良好的英语听说读写能力；  3、有强烈的进取心及开拓精神；  4、具备良好的沟通合作技巧及丰富的团队建设经验；  5、具备能承受较强的工作压力。	虹桥路355号城开国际大厦7-8楼
物业项目经理（德国企业）	皆斯内（上海）物业管理服务有限公司	上海	8000	10000	http://jobs.51job.com/shanghai/85141347.html?s=01=0	"五险一金
通讯补贴
绩效奖金
弹性工作"	物业经理（分配上海市各大区域）岗位职责：1、负责统筹、领导监管、审查、评估及修订各岗位工作及职能，确保所有人员有高度的服务质量和效率及良好的服务态度；2、负责与客户建立良好关系并确保所负责项目合同每年顺利续签；3、负责执行政府各项法规、法令及物业管理公约；4、负责领导全体工作人员学习业务、安排训练所有属下之员工、提高专业知识水平及工作效率并维持团队稳定；5、负责安排维修一切设备并严格执行维护公司财产，保持环境卫生、维修及检查一切消防及安全设备维持秩序及治安；6、负责制定物业部的年度预算，及时完成客户账款的收集并监督执行情况。任职要求：1、年龄在28-40周岁之间，上海户籍优先，男女都OK；2、大专及以上学历，能基本用英语进行顺畅的沟通，家住青浦区优先考虑；3、至少2年及以上物业管理经理相关工作经验；4、至少5年以上保洁、综合办公楼、工业园区物业相关行业经验；5、持有C1以上驾照者***，但不是必须的；身体健康，仪表端正，具有强烈的创新与服务意识；6、具有良好的领导能力，能有效激励项目基层人员成长，推动工作开展；7、具有较强的组织协调能力、综合管理能力、沟通能力、处理突发事件能力及执行力；8、熟悉物业相关政策、法规及行业安全服务规范标准及守则，具备职业精神及良好的职业道德修养；9、能够协助客户管理项目日常工作。福利相关待遇：1、基本薪资税前8-10K，奖金提成另算；2、国家规定五险一金、通讯费等福利；3、良好的外资（德国）企业工作氛围，负责管理国际知名物业项目；4、带领团队成员20-30人左右如有意向之候选人，可发送中英文简历至all.sh@gsn-propertyservices.com	长宁区金钟路631弄2号楼5层
总部战略信息部项目经理	浙江佳源房地产集团有限公司	异地招聘			http://jobs.51job.com/jiaxing/99268842.html?s=01=0		1、本科及以上学历，计算机、财管等相关专业；2、具有2年以上ERP软件项目的实施和项目管理经验，独立负责过财务、生产、供应链、预算至少一个领域的全程实施者优先；3、工作严谨认真、脚踏实地，具有较强的组织协调、语言文字沟通表达能力；4、具有较强的自学能力、良好的适应能力和在压力下完成工作的能力；5、性格开朗，具有较强的敬业精神、全局意识和团队合作精神。	嘉兴
