title	company	area	minsalary	maxsalary	hyperlink	welfare	details	loc
机械工程师	上海凯研机械设备有限公司	上海-松江区	6000	8000	http://jobs.51job.com/shanghai-sjq/98404750.html?s=01=5	"五险一金
员工旅游
通讯补贴
专业培训
年终奖金
绩效奖金
定期体检"	机械工程师任职资格：1.本科以上机械设计类专业毕业， 必须有3年以上机械设计专业工作经验，英文四级以上能看懂简单的英文技术资料。2.熟练使用Autocad、pro-e、UG等绘图软件；较强的沟通及空间想象能力，思路清晰，对方案设计有准确理解和表达能力. 3. 协助上级领导做好新产品研发工作；协助部门负责人做编制研发项目计划。参与各项技术研发讨论认证会，协助部门负责人确定大体的研发设计方向或制定设计方案框架图。完成公司新品机械设计、工艺及改进工作，并完成相关程序文件的填报工作。 负责主管产品机械设计和工艺文件等的编写与归档工作。对本项目组所需的技术需求提供及相应的技术解决方案。4.工作积极主动，认真细致，有良好的素质与团队精神，责任心强，能吃苦耐劳，能够积极完成上级交给的其他任务；	车墩镇联营路615号38幢
机械工程师	易拓威（上海）机器人科技有限公司	上海-浦东新区	12500	16666.67	http://jobs.51job.com/shanghai-pdxq/69944871.html?s=01=0	"五险一金
员工旅游
交通补贴
年终奖金
绩效奖金
出国机会
专业培训
通讯补贴
餐饮补贴"	"工作职责 Job Description：1、非标结构设计、AGV小车相关项目及方案的制定；Resposible for the design of Non-standard structure design、agv program design and plan;2、独立负责项目图纸绘制、清单明细编制、3D拆图工作、编制工艺文件、使用说明书；Resposible for the preparation of the project drawings, detailed list, 3D dismantling map work, the preparation of technical documents and the use of manual;3、协助负责生产过程、调试过程及安装过程中的技术指导，项目图纸设计的修改，并出具修改方案。参与项目评审，提出节点计划意见；To assist in the process of production, commissioning and installation process.Resposible for the technical instruction, the design of the project drawings, and issue a revised plan. Participate in project evaluation, and put forward the opinion of the node;4、根据订单及技术协议内容进行非标设备设计；Design of non-standard equipment according to the order and technical agreement;5、根据设备方案具体结构细化工作；To refine work according to the specific structure of the equipment plan;6、参与项目设备安装、调试、验收等相关工作。Participate in project equipment installation, commissioning, acceptance and other related work.任职要求 Job Qualification：1、机械、机电等专业本科及以上学历；Bachelor degree of Mechanical and electrical;2、5年以上相关工作经验，优秀毕业生亦可；More than 5 years work experience;3、良好的英语听说读写能力；Good spoken and written English;4、有责任心，有一定的执行能力。Responsible and have good ability to perform.工作地点：上海市浦东新区川沙路6999号川沙精公园"	川沙路6999号精工园A区9号
机械工程师	上海鼎经自动化科技有限公司	上海-宝山区	8000	10000	http://jobs.51job.com/shanghai-bsq/92861029.html?s=01=0	"五险一金
年终奖金"	岗位职责??? ?1、非标机械设备的机械结构、机械部件的设计、材料选用；??? ?2、与自动化工程师配合完成非标设备和系统的设计；??? 3、负责设备的制造和装配指导以及客户联络。??? 任职资格??? 1、机械设计制造相关专业，本科及以上学历；??? 2、2年以上相关设计工作经历，有非标机电设备设计经验者优先；??? 3、熟悉机械原理；熟悉液压系统和气动系统；熟悉机械加工工艺；精通计算机辅助设计；??? 4、工作认真负责，严谨细致，有良好的创新精神和团队精神。	宝山区友谊路1588弄8号楼4楼
机械工程师	上海安美特铝业有限公司	上海-宝山区	8000	10000	http://jobs.51job.com/shanghai-bsq/93747305.html?s=01=0	"五险一金
餐饮补贴
专业培训
免费班车
年终奖金"	主要职责：1. 实施新产品的机械设备研发与设计，完成机械设计过程中的图纸与技术文件；2. 负责解决机械制造过程中的技术问题、控制设备制造过程及设备质量；3. 指导生产过程中的技术操作，协助解决生产过程中的机械技术问题；4. 根据产品或其他部门的要求进行机械设计修改和改进；5. 审核并检查设备的安装及规范使用，确保设备符合生产要求；6. 为与生产设备有关的各种比较复杂和不寻常的问题提供技术支持；7. 培训所有维修人员正确地维护并操作已有的设备和新购设备；8. 完成上级交办的其他各项工作。任职资格：教育背景：◆电气、机械专业全日制本科及以上学历。经    验:◆3年以上独立完成非标设备的设计经验。技能技巧:◆具有良好的机械和工艺知识；◆熟练使用AutoCAD软件；态    度:◆认真负责、敬业，学习能力强；◆有较强的责任心，能吃苦耐劳，富有团队精神。待遇：年薪+研发奖金公司位于宝山城市工业园区，班车路线如下，投简历者请考虑上班路线问题。班车路线：中山北路和田路――汶水路――共富新村――公司公司附近交通：轨道交通7号线，11号线，宝山85路等	宝山城市工业园区振园路258号
机械工程师	上海增欣机电科技股份有限公司	上海-嘉定区	6000	8000	http://jobs.51job.com/shanghai-jdq/58992885.html?s=01=0		职位描述：1.协助技术部经理，完成产品研发项目；2.按进度完成工作计划，计时记录各种工作要素，编制齐全的产品文件；3.严格遵循新产品开发流程，保质保量完成试样；4.协助技术部经理会同生产部处理试生产中的设计问题；5.指导产品的制作，并对性能指标进行验证；6.协助质量、销售部门解决客户技术问题，协助销售部搞好客户关系；岗位要求：1.机械设计或相关专业本科以上学历，有两年以上从事技术支持服务经验，有产品相关经验者优先考虑2.有扎实的理论基础和技术工作经验3.能独立解决产品使用相关问题4.有较强的应变能力，有责任心，对人热情，良好的团队合作精神5.懂液压机电优先	上海市嘉定区外冈镇恒飞路165号
机械工程师	上海申瑞石油设备有限公司	上海-浦东新区	5000	8000	http://jobs.51job.com/shanghai-pdxq/93486914.html?s=01=0	"五险一金
餐饮补贴
专业培训
出国机会
绩效奖金
年终奖金"	工作内容1. 技术文件收集整理并编写；2. 根据客户要求和相关产品的国际标准，用绘图软件绘制设计图纸3. 加工现场指导安装，监督检查产品质量要求1.诚实守信，工作踏实，认真负责，勤学上进， 2.具有良好的沟通能力和团队合作精神； 3.有良好的英语读写能力； 4.熟悉装配、成橇、焊接等重工业机械设计规范和生产工艺，掌握通用机械设计手册中的基本内容5. 熟练使用autocad和solidworks6.机械专业本科或以上学历，两年以上石油机械相关工作经验及从事压力容器及管道设计者优先考虑；	曹路镇宝龙广场联排别墅区31号
机械工程师	上海晗益流体设备有限公司	上海-普陀区	8000	15000	http://jobs.51job.com/shanghai-ptq/95379182.html?s=01=0	"五险一金
员工旅游
餐饮补贴
通讯补贴
专业培训
绩效奖金
年终奖金
定期体检"	主要职责：负责气体螺杆压缩机组的机械设计，包括：1、负责压缩机组的图纸设计。2、负责压缩机组标准和规范的编制。3、参与承接合同的项目管理。4、参与项目采购机械类设备的供应商审核与谈判。5、为销售与技术团队提供技术支持。资格：1、 机械类相关专业，本科及以上学历2、 2年以上气体压缩机的系统设计经验3、 精通Solidworks、Autocad等绘图软件4、 熟悉压缩机、泵、压力容器等国内外标准及相关产品知识5、 较强的英语听、说、读、写能力6、 较强的办公软件操作能力	光复西路2899号赢华国际广场2号709室(地铁2号线威宁路站）
自动化机械工程师	上海战旗电子有限公司	上海-虹口区	8000	15000	http://jobs.51job.com/shanghai-hkq/88518296.html?s=01=0	"五险一金
年终奖金
员工旅游"	1.对项目需求进行分析，绘制设计方案，给出成本预算。 2.独立完成结构设计。3.根据产品的要求，编制BOM表，并进行采购进度的跟踪。4.应对生产制造过程中出现的问题，提出合理的解决方案，编制相关技术文档。职位要求:1.机械设计制造及其自动化、机械相关专业，热爱设计工作。 2.三年或以上非标自动化机械设计经验，有过独立整机设计经验。 3.熟练SolidWorks、AutoCAD等制图软件； 4.熟悉液压气动元件、轴承、滚珠丝杠、滑动元件、伺服电机等。	四川北路
机械工程师	上海汉尔得自动化设备有限公司	上海	6000	8000	http://jobs.51job.com/shanghai/99041017.html?s=01=0	"五险一金
员工旅游
餐饮补贴
绩效奖金
年终奖金"	岗位职责 1、产品机械结构、机械部件的设计、材料选用；2、产品机械结构的仿真模拟；3、与电路工程师配合完成产品设计；4、整理技术文献编写技术文档。 任职资格 1、机械制造专业，大科及以上学历；英语良好；2、2年以上相关设计工作经历；3、熟悉机械原理；熟悉液压系统和气压系统；熟悉机械加工工艺；精通计算机辅助设计；4、工作认真负责，严谨细致，有良好的创新精神和团队精神。	上海闵行区颛桥镇瓶北路150弄149号
高级机械工程师	珊口（上海）智能科技有限公司	上海-浦东新区	20000	40000	http://jobs.51job.com/shanghai-pdxq/99039487.html?s=01=0		岗位职责：1、移动机器人系统机械方案的可行性分析，关键指标评估；2、移动机器人系统内部结构设计、外观造型设计等；3、负责机器人组装与调试。任职资格：1、本科以上学历，机电一体化、机械等相关专业，熟悉机械设计理论与分析方法；有良好的数学基础；2、精通机械传动，熟悉伺服马达、减速机、连接件的选型；有AGV、服务机器人底盘设计经验优先；3、精通Pro/E，Solidworks等常用的机械设计软件；熟悉有限元分析、力学分析，有结构仿真经验优先；4、熟悉产品的加工工艺，有外协加工经验；5、熟悉工业造型设计，有良好的审美观；	祖冲之路1505号
机械工程师(CAD，日语)	上海优吾企业管理咨询有限公司	异地招聘	8333.33	12500	http://jobs.51job.com/shenzhen/99039452.html?s=01=0		职位描述：①协助营业完成相关机械技术支持工作②对应客户的技术咨询，产品组装，修理，质量投诉③开展新客户的产品指导会④现存产品的分析改良⑤协助新产品的企画、设计、测试、试生产⑥技术资料的制作改进⑦样机管理岗位要求：①专业技：CAD的 2D以及3D 的实际操作经验，有机械设计经验更佳了解马达，伺服马达等，机械类日语专用名词有加工方面的知识，能看懂图纸，了解配线焊锡②熟练操作Office软件③工作经验：技g/研发岗位，经验3年以上④年龄：25-40岁⑤学历：大专及以上学历⑥性格：性格开朗，创新意识强，具有良好的沟通能力与协作精神，能够进行团队合作，吃苦耐劳⑦外语：日本Z2或以上	南山区
机械工程师/工程师	上海翊流机器人科技有限公司	上海-浦东新区	10000	15000	http://jobs.51job.com/shanghai-pdxq/84373070.html?s=01=0	"五险一金
餐饮补贴
绩效奖金
弹性工作
专业培训
年终奖金
薪酬有竞争力"	公司介绍：上海翊流机器人科技有限公司是专注于智能制造设计实施的新型科技企业，总公司设立在上海、重庆设立有分公司，南通设有办事处。公司业务涉及智能制造多维度，涵盖了咨询、自动化、软件开发等不同方向，为客户提供一体式全方位智能制造系统化解决方案。公司在各个领域的业务发展迅速， 现诚邀有激情、有梦想的年轻人加入！岗位职责：1.机械设备系统解决方案的设计和编制。2.配套非标机械设备系统的总体设计和零部件详细设计。3.对零部件的制造过程进行跟踪，负责设备系统集成的技术指导和管理。4.设备系统安装调试的现场指导、售后技术服务。任职要求：1.机械类专业本科以上学历，3年以上相关工作经验。2.对机械的概念清晰，力学基础较好。2.熟练应用CAD、Solidworks、Office等软件进行项目方案的制定和详细设计。3.具有较强的团队合作精神和工作责任心，为人诚实。4.具有独立完成复杂机械项目的成功案例者优先。5.有非标自动化行业设计经验。	上海市浦东新区秀浦路3500号
机械工程师	上海新星双螺杆机械有限公司	上海-奉贤区	6000	8000	http://jobs.51job.com/shanghai-fxq/99032583.html?s=01=0	"周末双休
五险一金
绩效奖金
节日福利
餐饮补贴
住房补贴
通讯补贴"	3年以上塑机行业（挤出机及辅机）工作经验，熟悉塑机行业1。机械工程类专业大专以上学历，熟悉机械设备原理及结构2、熟练使用电脑绘图软件开展机械制图作业，能操作使用办公软件，3D设计优先工作地点：上海奉贤或浙江舟山市条件不符者请勿投递。薪资及福利：试用期3个月考虑到大多员工为外来人员，春节可在享受国家法定7天假日基础上，视情况增加探亲假其他法定福利	航南公路5088号绿庭国际大厦6楼
机械工程师	齐亚斯（上海）物联网科技有限公司	上海-松江区	3000	5000	http://jobs.51job.com/shanghai-sjq/91177328.html?s=01=0	"五险一金
年终奖金
绩效奖金
通讯补贴
餐饮补贴
员工旅游"	岗位职责：1.负责公司产品机械设计、改进等工作。2.负责产品机械部分质量的控制与改善。3.对客户提供机械方面的技术、产品应用的支持。任职资格：1.机械设计制造及其自动化专业，本科及以上学历。2.一年以上相关经验，有传感器行业工作经验优先3.熟悉CAD及机械和自动化产品的设计。4.工作积极、认真、负责、具有团队协作精神，具有良好的合作与沟通协调能力	车墩镇联营路615号18栋6楼
机械工程师	吉天师动力科技（上海）股份有限公司	上海-奉贤区	5000	10000	http://jobs.51job.com/shanghai-fxq/68351315.html?s=01=0	五险一金	"岗位要求：1、熟练运用AutoCAD进行通用设备及机械类产品的设计绘制（钢架平台，烟气管道及其他设备钣金件）；2、熟悉型钢等各类非标结构件的设计绘制及工艺，熟悉标准件的选型；3、五年以上的机械CAD制图工作经验，能够独立工作，有较强的产品设计能力；4、具有良好的团队合作精神。其他要求：1、本科以上学历，机械类、化工设备相关专业；2、有一定的英语听读说能力；3、熟练使用AutoCAD,2D、3D等软件，熟练使用solidworks优先；4、工作认真、细心。"	奉贤区浦星公路6978号
食品机械工程师	上海瑾隆实业有限公司	上海	4000	6000	http://jobs.51job.com/shanghai/78619611.html?s=01=0	"五险一金
员工旅游
专业培训
出国机会
绩效奖金
年终奖金"	"职位描述：1、根据客户要求设计项目的工艺流程图、工程方案、项目清单、项目平面布局等。2、根据项目要求，协助做好项目预算，谈判，组织，跟进工作。3、根据项目要求，组织安排并协调项目的工程设计、设备和服务采购、供货和技术服务。4、负责指导安装调试或技术指导，项目管理，运作和执行。5、在项目执行阶段收集来自客户、供应商等各个方面的信息及时作出反馈处理。6、为销售人员提供技术支持。7、后期根据员工能力和意愿可转为技术销售工程师。职位要求：1、大专及以上学历，食品工程、生物工程、机电类等相关专业。2、熟悉食品，饮料，乳品生产工艺，熟练使用AutoCAD、SolidWorks-3D设计软件。3、1年以上食品，饮料，乳品、制药等设备行业，设备系统工程的工作经验。4、喜爱设备制造行业和制图工作，对该行业有浓厚的兴趣和较强的专注力及执行力。5、良好的沟通表达能力，乐于和同事，客户交流, 能适应不定期出差。薪酬待遇：1. 底薪+ 奖金2. 签订正规劳动合同3.按国家劳动法规定提供五险一金4.双休+法定假期，工作时间9:00 to 17:30地址：上海浦东新区张杨路800号长航大厦1110室 （浦东八佰伴商圈，张杨路与崂山路交叉口）地铁2号线，4号线，6号线，9号线世纪大道站12号出口，步行6分钟到全季酒店隔壁大门公司主页： www.shjoylong.com"	浦东新区张杨路800
机械工程师	浙江日鼎涂装科技有限公司	上海-闵行区	3000	8000	http://jobs.51job.com/shanghai-mhq/82512550.html?s=01=0	"五险一金
通讯补贴
员工旅游
年终奖金
出国机会
专业培训
周末双休
节日福利
商业保险
婚丧喜庆礼金"	本公司在广东东莞、湖北武汉、上海均设有分公司，分公司目前也有招聘需求，欢迎有意向的人员投递简历。1、机械工程类专业大专以上学历，熟悉机械设备原理及结构(该岗位为储备机械工程师)2、熟练使用电脑绘图软件开展机械制图作业，能操作使用办公软件，适应出差；3、良好的分析判断能力和人际交往能力，表达能力强，较强的自我管理能力与现场组织协调能力，良好的团队意识4、熟悉设备安装、调试、施工工艺及现场管理；5、最好有在机械制造业及企业从事机械工作经验，在涂装设备的机械工程师优先考虑，具有一定机械设备安装、设计或设备维修支持等工作经验	顾戴路2568号2号楼A210室（银石科技商务园区）
机械工程师	上海宝亚安全装备股份有限公司	上海	10000	15000	http://jobs.51job.com/shanghai/98343382.html?s=01=0		1. 根据产品研发及改进的计划和公司产品发展规划，完成研发项目；2. 负责已有产品的维护、改进及工艺改造工作；3. 负责新产品的需求调研、产品研发、样品制造、样品试验及产品认证；4. 负责相关产品标准和专利的撰写、申报；5. 对销售和服务部门进行支持和培训；6. 负责ISO体系工 作贯彻执行。	上海市浦东金桥出口加工区金藏路258号4幢406
机械工程师（流体设备方向）	上海曼孚机电控制工程有限公司	上海-奉贤区	12500	16666.67	http://jobs.51job.com/shanghai-fxq/66369327.html?s=01=0	"弹性工作
出国机会"	岗位职责：1、主持设计方案讨论，确定设备的整体研发方案；2、完成机械系统设计和图纸设计，并确定相关的工艺说明、作业指导和质量检查标准；3、收集设备使用过程中出现的各种问题和改进建议，不断改进产品设计；4、协助做好设备测试和验收工作；任职要求：1、本科以上学历，机械设计或机械工程相关专业；2、有8年以上机械设计经验，熟悉机械加工工艺；3、能熟练应用Auto CAD、SolidWorks软件进行机械制图；4、了解金属材料的加工特性，有较强的实际动手能力；5、有流量称或液体配料设备设计经验者优先考虑。	上海市奉贤区奉城镇寒春路28号
机械工程师	上海研铭自动化科技有限公司	上海-浦东新区	6000	8000	http://jobs.51job.com/shanghai-pdxq/98943584.html?s=01=0	"五险一金
员工旅游
餐饮补贴
通讯补贴
年终奖金
绩效奖金"	工作内容： 1、负责完成安排的工装夹具机械设计任务； 2、根据安排，完成组内其他机械工程师设计图纸等的校对、工艺或标准化等的相互审核工作； 3、负责工装夹具装配和调试过程的技术服务工作；  4、做好与项目组内电气工程师的设计协调沟通工作； 5、负责项目输出资料的编制、更改、整理更新、归档； 6、负责相关工装夹具的售后服务工作； 7、参与部门间协作与沟通； 8、高质高效完成公司交办的其它任务；任职要求：1.专科或以上学历，机械及相关专业；2.1年以上机械结构设计经验；3.熟悉各类机械设计规范，图纸标准化审查要求；4.具备工业自动化专业知识背景；5.熟悉使用UG或Solidworks及CAD；6.具有良好的业务交流能力和工作协调能力，工作态度积极、认真负责、有团队精神；	康桥镇杨高南路6168号227室
机械工程师	上海诺斯清生物科技有限公司	上海	10000	15000	http://apon.51job.com/sc/show_job_detail.php?jobid=85254018			
机械工程师	上海蓝铸特种合金材料有限公司	上海-嘉定区	7000	10000	http://jobs.51job.com/shanghai-jdq/85158287.html?s=01=0	"绩效奖金
五险一金
餐饮补贴
年终奖金"	任职要求：1、本科以上学历，会3D制图，SolidWords、UG或Pro/Engineer、AutoCAD；？2、熟悉测量、机械原理、设计计算；3、有冶金、铸造、机械加工、有实际操作和机电一体化工作经验的优先。福利待遇：1、不提供住宿，伙食补贴（一餐）；2、交社保、住房公积金；3、有年休假，节日金等福利。4、试用期3个月，试用期待遇5000元/月，试用期合格后转绩效工资制，月薪7000-10000元。工作时间：每周工作六天，上午8:00～11:30，下午12:30～17:00联系人：葛小姐联系电话：18116277491（工作日可来电咨询）	徐行镇曹新路2800号
售后机械工程师	九曦国际贸易（上海）有限公司	上海	6000	8000	http://jobs.51job.com/shanghai/73159895.html?s=01=0	"五险一金
专业培训
出国机会
周末双休"	"任职要求：1、流利的英语口语，与老外一起工作出差无沟通障碍；2、出色的沟通与协调的能力、分析与解决问题的能力，较强的谈判技巧，思路清晰敏捷，能承受工作压力，能迅速准确的处理书面及口头的技术交流；3、学习能力强，喜欢有挑战性的工作，能承受压力；4、绝对的敬业精神和团队合作精神职位描述：1.	熟练英语与老外交流，协助老外、客户一起完成现场安装工作，并能准确及时传递信息，正确处理现场遇到的技术问题2.	跟踪、记录设备安装过程中的事件，并形成系统的技术报告；3.	知道机械保养原理，熟悉各类设备所需润滑油类型、保养方式。4.	吃苦耐劳，积极进取；5.	性格大方。"	闵行区七莘路3599弄华商时代广场10号309室(近七宝）
机械工程师	上海勉致电子科技有限公司	上海-松江区	6666.67	16666.67	http://jobs.51job.com/shanghai-sjq/99025352.html?s=01=0		职位要求：1、大、中专或以上学历；性别不限；二年以上相关工作经验；能适应出差；2、熟悉各类机床并可以对其进行二级以上机床保养；3、可根据客户指定设备制订维护保养工作计划，及时发现设备使用中的问题。4、能独立对数控机床进行维修，积极完成分配的任务，5、熟悉FANUC、SIEMENS系统，懂PLC及T型图；6、熟悉机床结构及原理，能维修加工中心刀库及丝杆精度修复；7、熟悉使用CAD等制图软件者优先；工作地点：各地出差	上海松江
机械工程师	上海助手机电自动化有限公司	上海-浦东新区	4000	10000	http://jobs.51job.com/shanghai-pdxq/44616706.html?s=01=0	绩效奖金	职位描述：1.负责完成部门领导安排的工程项目机械设计任务；2.负责按公司规定流程进行更改、兑换图纸等技术资料；3.根据安排，完成组内其他机械工程师设计图纸等的校对、工艺或标准化等的相互审核工作；4.负责设备装配和调试过程的技术服务工作；5.负责配合项目组内电气工程师的调试工作；6.负责工程项目输出资料的编制、更改、整理更新、归档；7.高质高效完成公司交办的其它任务。任职要求: 1.年龄在25-45岁之间；2.机械设计与制造或机电一体化专科及以上学历； 3.二年以上设备设计、调试等相关经验，对气动元件及传感器选型及使用熟练！ 4.有较强的时间观念和责任意识，工作积极主动，擅于沟通! 5.具备良好的逻辑条理性和极佳的团队协作意识及创新意识!　 6.熟练使用SOLIDWORKS、PROE等3D或AUTOCAD等设计软件。	上海市浦东新区川沙路6999号川沙国际精工园A区1号
机械工程师	上海光拓自动化设备有限公司	上海-松江区	5000	8000	http://jobs.51job.com/shanghai-sjq/80951374.html?s=01=0	"年终奖金
五险一金
餐饮补贴
通讯补贴
交通补贴"	1、具备2年以上相关工作经验，能独立设计项目，有非标设计经验者优先；2、精通AutoCAD ，三维软件及OFFICE软件操作 ；3、懂气动、液压元件的应用；4、大专以上学历，25~35岁能适应出差。	松江高科技园区寅西路359号
机械工程师	上海凯研机械设备有限公司	上海-松江区	6000	8000	http://jobs.51job.com/shanghai-sjq/98404750.html?s=01=0	"五险一金
员工旅游
通讯补贴
专业培训
年终奖金
绩效奖金
定期体检"	机械工程师任职资格：1.本科以上机械设计类专业毕业， 必须有3年以上机械设计专业工作经验，英文四级以上能看懂简单的英文技术资料。2.熟练使用Autocad、pro-e、UG等绘图软件；较强的沟通及空间想象能力，思路清晰，对方案设计有准确理解和表达能力. 3. 协助上级领导做好新产品研发工作；协助部门负责人做编制研发项目计划。参与各项技术研发讨论认证会，协助部门负责人确定大体的研发设计方向或制定设计方案框架图。完成公司新品机械设计、工艺及改进工作，并完成相关程序文件的填报工作。 负责主管产品机械设计和工艺文件等的编写与归档工作。对本项目组所需的技术需求提供及相应的技术解决方案。4.工作积极主动，认真细致，有良好的素质与团队精神，责任心强，能吃苦耐劳，能够积极完成上级交给的其他任务；	车墩镇联营路615号38幢
机械工程师（应届生）	上海乾曜光学科技有限公司	上海-嘉定区	5000	7000	http://jobs.51job.com/shanghai-jdq/98498199.html?s=01=0	"五险一金
员工旅游
餐饮补贴
通讯补贴
年终奖金
定期体检"	岗位职责：1、参与项目的机械结构方案设计，及工装工艺方案的制定；2、机械结构系统需求分析，以及元器件的选型；3、完成机械结构设计，绘制原理图和工程图(3d和2d)，制作设计BOM表；4、撰写机械结构设计文档及计算说明书；5、解决系统生产和制造过程中的技术问题，提供装配和调试等生产服务。岗位要求：1、 精密机械，机械设计与制造等相关专业毕业本科以上学历，应届生成绩优秀者可考虑；2、 熟悉机械的静力学、动力学和热力学分析的方法和过程，并能够根据分析的结果优化结构的设计；3、 能够熟练使用Solidworks、UG等设计软件，熟悉精密零件、钣金件结构设计和加工和装配工艺；4、为人正直，诚实守信，有较强的责任心与事业心；5、 具有良好的团队协作精神，善于沟通。	恒永路328号联东U谷59号楼
机械工程师	上海长园电子材料有限公司	上海-嘉定区	6000	10000	http://jobs.51job.com/shanghai-jdq/98759348.html?s=01=0	"五险一金
员工旅游
餐饮补贴
通讯补贴
绩效奖金
年终奖金"	1、自动化设备项目的需求对接，技术要求制定，方案制定；2、和需求部门进行方案确认；3、参与或负责设备的安装和调试；4、负责设备的维护和保养；5、负责相关的数据收集和分析，提出改进建议；任职资格：1、机械自动化专业，本科学历；2、非标自动化设计工作经验3年以上；	南翔镇嘉好路1690号
机械工程师	上海海智在线网络科技有限公司	上海-徐汇区	6000	8000	http://jobs.51job.com/shanghai-xhq/99022345.html?s=01=0	"五险一金
专业培训
交通补贴
定期体检
团队超high"	职责描述（Accountabilities）： 1.对平台图纸进行工艺解析 2.根据工艺分类匹配合适的供应商  3.帮助对于订单进行阶段性跟踪与技术支持2. 胜任素质（岗位必备的知识、技能、心理素质、行为能力等）：  2. 1.较强的学习能力 2.2.英语4级及以上 2.3.熟练使用office办公软件 2. 4.较好的沟通能力 2. 5.能够适应出差	徐汇区古美路1528号A4栋研祥科技大厦3楼
汽车机械工程师应届生亦可180302w	上海如创网络技术有限公司	上海	6000	8000	http://jobs.51job.com/shanghai/99020528.html?s=01=0	"五险一金
补充医疗保险
补充公积金
专业培训
弹性工作
绩效奖金"	本岗位需应聘者能接受上海出差。将享受丰厚的差旅补贴和一线城市的收入，出差期间安排住宿及餐饮。岗位职责：1.产品设计图纸绘制，装配工艺、说明书等技术文件编制；2.现场技术问题分析解决，客户投诉问题分析解决；3.员工技术培训；4.其它相关工作。任职要求： 1.机电或汽车专业大专以上学历，1年以上相关工作经验；2.办公软件及绘图软件熟练，至少会1种3D绘图软件。	上海市徐汇区万人体育场附近
Mechanical Engineer (机械工程师)	上海迅元信息科技有限公司	上海-浦东新区	12000	20000	http://jobs.51job.com/shanghai-pdxq/70893033.html?s=01=0	"五险一金
免费班车
餐饮补贴"	"职位描述:1．负责新产品中塑料/钣金/橡胶/压铸类零件的3D/2D和装配设计2. 检讨产品造型设计，结构方案设计和供应商的模具设计3. 分析评估机械类零件的成本及模具投资，实施降成本项目4. 负责模型，样品，整机的评估和测试，并提供评估报告5.  负责产品机械设计的计划编制，确保项目进度按时完成6．参与供应商的考察评估，负责模具样品的进度，质量和技术问题的跟进7.协助解决产品生产中的技术问题8.相关零件清单，测试报告，设计/零件检讨等文件的编制/审核工作任职资格：1. 机械类专业本科或本科以上学历2. 5年以上产品结构设计经验（电子或信息类产品，安防类的电子产品，手机、气体检测仪等）3.  熟悉塑料，钣金，橡胶和压铸类零件设计，熟悉相关的模具知识及制造工艺，熟悉各类零件及模具估价4. 熟悉相关的模具知识及制造工艺，熟悉各类零件估价5. 熟练使用solidworks、MS office,proe、 Creo 2.0及AutoCAD软件，熟悉仿真、散热设计6.熟悉电子类产品机械设计及性能测试标准, 了解公差分析, 应力分析知识.7. 具有气体检测仪、手机、笔记本电脑、安防监控、智能家居、控制键盘等电子产品结构设计经验者优先录用。8. 为人正直, 做事积极主动， 认真细致，敢于迎接挑战9. 良好的团队精神和沟通能力, 较强设计审核和解决问题能力10.英语具有熟练的读写能力，口语流利更好。"	张江高科李冰路430号
机械工程师	上海城邦自动化设备有限公司	上海	6000	10000	http://jobs.51job.com/shanghai/88069496.html?s=01=0	"年终奖金
提成
提供吃住"	1.按生产和工艺要求进行自动化设备的非标机械设计（生产流水线、皮带线、辊筒线、倍速链、移载、升降机等输送设备）； 2.对原有产品进行研究与改进 3.依据客户需求，设计并绘制合理的技术图纸，确定产品的各类技术参数，并填写材料清单，经审批后下发于跟单员； 4.负责拟定各类产品的技术规程，编制工艺操作方法、维修和技术安全等有关的技术规定； 5.自动化设备制作的进度跟进，及时调整； 6.负责对销售、采购、生产及售后服务提供技术支持与辅导； 7.协助销售人员做好投标的相关事宜； 岗位要求： 1、学历背景 机械设计、自动控制与设计或相关专业大专以上学历。 2、培训及资历 受过产品设计、管理学、产品知识、机械类知识、绘图软件等方面的培训。 3、工作经验 在输送类行业工作3年以上。 4、基本技能和素质 （1）熟悉自动化、半自动化结构原理； （2）熟悉产品的制造、加工工艺； （3）熟悉机械部件及非标设备流水线的设计； （4）熟练应用AutoCAD等应用软件； （5）动手能力和独立工作能力强。 5、个性特征 （1）工作认真细心、责任心强； （2）具有良好的沟通能力和团队合作精神。	上海市嘉定区黄渡镇曹联路13号
